,Query,Label,query_len,num_words_query,no_single_qts,no_double_qts,no_punct,no_single_cmnt,no_mult_cmnt,no_space,no_perc,no_log_opt,no_arith,no_null,no_hexa,no_alpha,no_digit,len_of_chr_char_null,genuine_keywords
16626,av. carlos marx s/n,0,19,4,0,0,2,0,0,3,0,0,1,0,0,14,0,0,0
16627,huelva,0,6,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
16628,completorio,0,11,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0
16629,"concejo de alzuza, 47,",0,22,4,0,0,2,0,0,3,0,0,0,0,0,15,2,0,0
16630,49515,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
16631,grajera sampol,0,14,2,0,0,0,0,0,1,0,0,0,0,0,13,0,0,0
16632,sendra rull,0,11,2,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0
16633,pimienta rosas,0,14,2,0,0,0,0,0,1,0,0,0,0,0,13,0,0,0
16634,"c/ ciudadela 188, 4?f",0,21,4,0,0,3,0,0,3,0,0,1,0,0,11,4,0,0
16635,mata hita,0,9,2,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0
16636,sowry,0,5,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
16637,valls barri,0,11,2,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0
16638,santa catalina 81,0,17,3,0,0,0,0,0,2,0,0,0,0,0,13,2,0,0
16639,open3,0,5,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0
16640,con79lecimie91o,0,15,1,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0
16641,cijuela,0,7,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
16642,karchevs,0,8,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
16643,91553356q,0,9,1,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0
16644,briant,0,6,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
16645,clar gabarri,0,12,2,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0
16646,73107657h,0,9,1,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0
16647,"aljaraque 196, 11d",0,18,3,0,0,1,0,0,2,0,0,0,0,0,10,5,0,0
16648,musi@inmobiliariahangar.vn,0,26,1,0,0,2,0,0,0,0,0,0,0,0,24,0,0,0
16649,nurit,0,5,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
16650,adalino,0,7,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
16651,4.59e+15,0,8,1,0,0,2,0,0,0,0,0,1,0,0,1,5,0,0
16652,"calle diamante, 57",0,18,3,0,0,1,0,0,2,0,0,0,0,0,13,2,0,0
16653,agatn,0,5,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
16654,10332,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
16655,thieu,0,5,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
16656,gault-lovett@lunch.com.ga,0,25,1,0,0,4,0,0,0,0,0,1,0,0,21,0,0,0
16657,oroz-betelu,0,11,1,0,0,1,0,0,0,0,0,1,0,0,10,0,0,0
16658,serratosa@yiutuve.pe,0,20,1,0,0,2,0,0,0,0,0,0,0,0,18,0,0,0
16659,handal hach,0,11,2,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0
16660,esser,0,5,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
16661,kubrick.blessed@suardistec.ee,0,29,1,0,0,3,0,0,0,0,0,0,0,0,26,0,0,0
16662,canciano,0,8,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
16663,85510378n,0,9,1,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0
16664,piols padilla,0,13,2,0,0,0,0,0,1,0,0,0,0,0,12,0,0,0
16665,8l077ra,0,7,1,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0
16666,4.43e+15,0,8,1,0,0,2,0,0,0,0,0,1,0,0,1,5,0,0
16667,cubillos del sil,0,16,3,0,0,0,0,0,2,0,0,0,0,0,14,0,0,0
16668,oxendine,0,8,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
16669,kalila,0,6,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
16670,"camio da mina, 175,",0,19,4,0,0,2,0,0,3,0,0,0,0,0,11,3,0,0
16671,winifred5,0,9,1,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0
16672,alegra,0,6,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
16673,bayarri bach,0,12,2,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0
16674,valdehorna,0,10,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
16675,2446e8t6da,0,10,1,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0
16676,4.61e+15,0,8,1,0,0,2,0,0,0,0,0,1,0,0,1,5,0,0
16677,sadoc,0,5,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
16678,calle regimineto del sol 48 10e,0,31,6,0,0,0,0,0,5,0,0,0,0,0,22,4,0,0
16679,33279,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
16680,revesa,0,6,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
16681,strucak@cortell.cat,0,19,1,0,0,2,0,0,0,0,0,0,0,0,17,0,0,0
16682,5a69io99t3,0,10,1,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0
16683,dolores ibarruri 75,0,19,3,0,0,0,0,0,2,0,0,0,0,0,15,2,0,0
16684,yalile,0,6,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
16685,9530,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
16686,48748000y,0,9,1,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0
16687,colls messegu,0,13,2,0,0,0,0,0,1,0,0,0,0,0,12,0,0,0
16688,6.76e+15,0,8,1,0,0,2,0,0,0,0,0,1,0,0,1,5,0,0
16689,sazarina_logue@gay-tantra.lc,0,28,1,0,0,4,0,0,0,0,0,1,0,0,24,0,0,0
16690,yaci,0,4,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
16691,"infantes de carrion, 122",0,24,4,0,0,1,0,0,3,0,0,0,0,0,17,3,0,0
16692,nacer,0,5,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
16693,15142,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
16694,boes@cumbareback.kz,0,19,1,0,0,2,0,0,0,0,0,0,0,0,17,0,0,0
16695,"c/ padre ignacio ellaguria, 117 6-e",0,35,6,0,0,3,0,0,5,0,0,2,0,0,23,4,0,0
16696,"faus 195,",0,9,2,0,0,1,0,0,1,0,0,0,0,0,4,3,0,0
16697,llanes,0,6,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
16698,alfardilla,0,10,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
16699,"c/ secretario guedes aleman s/n,",0,32,5,0,0,3,0,0,4,0,0,2,0,0,25,0,0,0
16700,tiramollar,0,10,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
16701,pembrooke_coates@stainless.gd,0,29,1,0,0,3,0,0,0,0,0,0,0,0,26,0,0,0
16702,marylin,0,7,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
16703,grea,0,4,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
16704,dan,0,3,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
16705,45250,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
16706,1729,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
16707,03770036z,0,9,1,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0
16708,"toril, 171 5h",0,13,3,0,0,1,0,0,2,0,0,0,0,0,6,4,0,0
16709,63947168s,0,9,1,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0
16710,terland-bartha5@informatica2009.ck,0,34,1,0,0,3,0,0,0,0,0,1,0,0,26,5,0,0
16711,12370442f,0,9,1,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0
16712,selwart@studentrooms.zr,0,23,1,0,0,2,0,0,0,0,0,0,0,0,21,0,0,0
16713,olmeda de la cuesta,0,19,4,0,0,0,0,0,3,0,0,0,0,0,16,0,0,0
16714,19294,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
16715,"c/ fernandez shaw, 177 1-e",0,26,5,0,0,3,0,0,4,0,0,2,0,0,15,4,0,0
16716,kuzz,0,4,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
16717,"arrasate 130,",0,13,2,0,0,1,0,0,1,0,0,0,0,0,8,3,0,0
16718,"c/ jose belso castao, s/n,",0,26,5,0,0,4,0,0,4,0,0,2,0,0,18,0,0,0
16719,"calle tajo, 182,",0,16,3,0,0,2,0,0,2,0,0,0,0,0,9,3,0,0
16720,cunillera penades,0,17,2,0,0,0,0,0,1,0,0,0,0,0,16,0,0,0
16721,bossa,0,5,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
16722,kirland-lincovsky@la-sexta-f1.fo,0,32,1,0,0,5,0,0,0,0,0,3,0,0,26,1,0,0
16723,d308ada,0,7,1,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0
16724,iruraiz-gauna,0,13,1,0,0,1,0,0,0,0,0,1,0,0,12,0,0,0
16725,"carrer mestre albages 61,",0,25,4,0,0,1,0,0,3,0,0,0,0,0,19,2,0,0
16726,22533,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
16727,50629,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
16728,"calle santa apolonia, 47,",0,25,4,0,0,2,0,0,3,0,0,0,0,0,18,2,0,0
16729,8e6a74aer,0,9,1,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0
16730,villarejo del valle,0,19,3,0,0,0,0,0,2,0,0,0,0,0,17,0,0,0
16731,9.45e+14,0,8,1,0,0,2,0,0,0,0,0,1,0,0,1,5,0,0
16732,pl9t1r4,0,7,1,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0
16733,prdena del rincn,0,16,3,0,0,0,0,0,2,0,0,0,0,0,14,0,0,0
16734,15423399j,0,9,1,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0
16735,3690,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
16736,33120,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
16737,3o7za732,0,8,1,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0
16738,audadora,0,8,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
16739,alfa71ta,0,8,1,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0
16740,5320,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
16741,68689912k,0,9,1,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0
16742,estalell,0,8,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
16743,octagonal,0,9,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
16744,beasain,0,7,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
16745,thuswald,0,8,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
16746,vitacco,0,7,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
16747,46813,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
16748,50490,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
16749,rothamel,0,8,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
16750,norring-fujikawa@autoconstruccion.au,0,36,1,0,0,3,0,0,0,0,0,1,0,0,33,0,0,0
16751,mald,0,4,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
16752,p5li8e5i2,0,9,1,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0
16753,robledillo de la jara,0,21,4,0,0,0,0,0,3,0,0,0,0,0,18,0,0,0
16754,81717068t,0,9,1,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0
16755,93698052p,0,9,1,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0
16756,d2s7sp79ro,0,10,1,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0
16757,3549,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
16758,mullin@gopersonaltrainers.nr,0,28,1,0,0,2,0,0,0,0,0,0,0,0,26,0,0,0
16759,45025499d,0,9,1,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0
16760,gaspard-birgel@indorec.kr,0,25,1,0,0,3,0,0,0,0,0,1,0,0,22,0,0,0
16761,arre,0,4,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
16762,"calle barrio villayuda 169,",0,27,4,0,0,1,0,0,3,0,0,0,0,0,20,3,0,0
16763,8888,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
16764,chmara@novolardiseno.ky,0,23,1,0,0,2,0,0,0,0,0,0,0,0,21,0,0,0
16765,13061311w,0,9,1,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0
16766,lucena,0,6,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
16767,legris@beautifulbody.yu,0,23,1,0,0,2,0,0,0,0,0,0,0,0,21,0,0,0
16768,79564193v,0,9,1,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0
16769,589ecialid6d,0,12,1,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0
16770,avda. fernando ferrerio s/n,0,27,4,0,0,2,0,0,3,0,0,1,0,0,22,0,0,0
16771,"c/ barrio de recuesto, 195 6-h",0,30,6,0,0,3,0,0,5,0,0,2,0,0,18,4,0,0
16772,cojera,0,6,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
16773,2er7n9um43a,0,11,1,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0
16774,portillo,0,8,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
16775,iocntrl,0,7,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
16776,43511,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
16777,4358,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
16778,san vicente de la cabeza,0,24,5,0,0,0,0,0,4,0,0,0,0,0,20,0,0,0
16779,5907,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
16780,nahuel,0,6,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
16781,ejarque barbieri,0,16,2,0,0,0,0,0,1,0,0,0,0,0,15,0,0,0
16782,e2paq48t282r,0,12,1,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0
16783,12466,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
16784,ob7491,0,6,1,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0
16785,"carrer asturies, 49",0,19,3,0,0,1,0,0,2,0,0,0,0,0,14,2,0,0
16786,youping,0,7,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
16787,lue39,0,5,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0
16788,bestard,0,7,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
16789,colvin@freemachine.no,0,21,1,0,0,2,0,0,0,0,0,0,0,0,19,0,0,0
16790,retamal,0,7,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
16791,calle velardes s/n 1?e,0,22,4,0,0,2,0,0,3,0,0,1,0,0,16,1,0,0
16792,dalleto poroma,0,14,2,0,0,0,0,0,1,0,0,0,0,0,13,0,0,0
16793,9810,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
16794,23485,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
16795,7.95e+15,0,8,1,0,0,2,0,0,0,0,0,1,0,0,1,5,0,0
16796,93640511j,0,9,1,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0
16797,p870en538r7,0,11,1,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0
16798,grin,0,4,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
16799,closa ortell,0,12,2,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0
16800,beiza ivanco,0,12,2,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0
16801,6448,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
16802,disney,0,6,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
16803,63eb2ya,0,7,1,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0
16804,denice,0,6,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
16805,1.27e+15,0,8,1,0,0,2,0,0,0,0,0,1,0,0,1,5,0,0
16806,7.12e+15,0,8,1,0,0,2,0,0,0,0,0,1,0,0,1,5,0,0
16807,18653468p,0,9,1,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0
16808,haenning@maxitienda.be,0,22,1,0,0,2,0,0,0,0,0,0,0,0,20,0,0,0
16809,"calle ladera, 147 10-e",0,22,4,0,0,2,0,0,3,0,0,1,0,0,12,5,0,0
16810,58007817t,0,9,1,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0
16811,"carretera de vista-rica s/n,",0,28,4,0,0,3,0,0,3,0,0,2,0,0,22,0,0,0
16812,41850,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
16813,37170,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
16814,quintina,0,8,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
16815,maggee,0,6,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
16816,artenio,0,7,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
16817,vries,0,5,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
16818,calle capitan palacios 71,0,25,4,0,0,0,0,0,3,0,0,0,0,0,20,2,0,0
16819,roze,0,4,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
16820,"calle juana ibarborou 134,",0,26,4,0,0,1,0,0,3,0,0,0,0,0,19,3,0,0
16821,3.71e+15,0,8,1,0,0,2,0,0,0,0,0,1,0,0,1,5,0,0
16822,ciro,0,4,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
16823,bularros,0,8,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
16824,laga_rtijo,0,10,1,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0
16825,acre,0,4,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
16826,gonzales_thalasso@magadan.com.jm,0,32,1,0,0,4,0,0,0,0,0,0,0,0,28,0,0,0
16827,peabody,0,7,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
16828,booth,0,5,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
16829,"sant sever 63, 6-b",0,18,4,0,0,2,0,0,3,0,0,1,0,0,10,3,0,0
16830,294r1152ar,0,10,1,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0
16831,rhett,0,5,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
16832,caine@albeiteria.es,0,19,1,0,0,2,0,0,0,0,0,0,0,0,17,0,0,0
16833,sabionda,0,8,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
16834,33s4h9929r,0,10,1,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0
16835,96622444l,0,9,1,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0
16836,93tip72ar,0,9,1,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0
16837,"rodrigo caro, 165,",0,18,3,0,0,2,0,0,2,0,0,0,0,0,11,3,0,0
16838,75106972n,0,9,1,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0
16839,ilya,0,4,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
16840,brogley,0,7,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
16841,latimer@puntodevistafotografia.ve,0,33,1,0,0,2,0,0,0,0,0,0,0,0,31,0,0,0
16842,40151,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
16843,0al5a4,0,6,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0
16844,adlard@muebemiweb.ke,0,20,1,0,0,2,0,0,0,0,0,0,0,0,18,0,0,0
16845,7.52e+15,0,8,1,0,0,2,0,0,0,0,0,1,0,0,1,5,0,0
16846,"cabrera, 199",0,12,2,0,0,1,0,0,1,0,0,0,0,0,7,3,0,0
16847,1856,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
16848,mieres,0,6,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
16849,eric3@familiamarino.sh,0,22,1,0,0,2,0,0,0,0,0,0,0,0,19,1,0,0
16850,6e1ba,0,5,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0
16851,22011041h,0,9,1,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0
16852,"c/ ciutat freta, 37",0,19,4,0,0,2,0,0,3,0,0,1,0,0,12,2,0,0
16853,lenhart8@raullazaro.us,0,22,1,0,0,2,0,0,0,0,0,0,0,0,19,1,0,0
16854,vingelli9@custombikesclothes.fr,0,31,1,0,0,2,0,0,0,0,0,0,0,0,28,1,0,0
16855,stephen,0,7,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
16856,despacha!do,0,11,1,0,0,1,0,0,0,0,1,0,0,0,10,0,0,0
16857,milionario.kirkham@programa-gestion-erp.mil,0,43,1,0,0,5,0,0,0,0,0,2,0,0,38,0,0,0
16858,c/ maria zayas de sotomayor 18,0,30,6,0,0,1,0,0,5,0,0,1,0,0,22,2,0,0
16859,humfrid,0,7,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
16860,"llobregat 130,",0,14,2,0,0,1,0,0,1,0,0,0,0,0,9,3,0,0
16861,superable,0,9,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
16862,"calle san isidro labrador 188, 13?h",0,35,6,0,0,2,0,0,5,0,0,0,0,0,23,5,0,0
16863,febrido,0,7,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
16864,d9s1a1i89,0,9,1,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0
16865,recomendaci$n,0,13,1,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0
16866,roboracin,0,9,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
16867,00207473j,0,9,1,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0
16868,levisky,0,7,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
16869,julieta,0,7,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
16870,46842,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
16871,"c/ benasau, 196, 10?h",0,21,4,0,0,4,0,0,3,0,0,1,0,0,9,5,0,0
16872,tijerin monaghan,0,16,2,0,0,0,0,0,1,0,0,0,0,0,15,0,0,0
16873,walter,0,6,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
16874,cenicientos,0,11,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0
16875,ag2u7a,0,6,1,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0
16876,alfonso,0,7,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
16877,zahira,0,6,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
16878,ardevol herrador,0,16,2,0,0,0,0,0,1,0,0,0,0,0,15,0,0,0
16879,3372,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
16880,paley,0,5,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
16881,18452,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
16882,gloria,0,6,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
16883,rego,0,4,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
16884,taciano,0,7,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
16885,"alcalde lopez rancao, 194, 3-e",0,30,5,0,0,3,0,0,4,0,0,1,0,0,19,4,0,0
16886,nichol,0,6,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
16887,15553,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
16888,pueblica de valverde,0,20,3,0,0,0,0,0,2,0,0,0,0,0,18,0,0,0
16889,cremades@baltasarsantos.kn,0,26,1,0,0,2,0,0,0,0,0,0,0,0,24,0,0,0
16890,64556150a,0,9,1,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0
16891,malen,0,5,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
16892,robby7,0,6,1,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0
16893,philips@davidymamen.sa,0,22,1,0,0,2,0,0,0,0,0,0,0,0,20,0,0,0
16894,8029,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
16895,madisett,0,8,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
16896,meeks,0,5,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
16897,marciniu,0,8,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
16898,azorin 35 1b,0,12,3,0,0,0,0,0,2,0,0,0,0,0,7,3,0,0
16899,albertini_trauberg@theroxyblue.jo,0,33,1,0,0,3,0,0,0,0,0,0,0,0,30,0,0,0
16900,yudin,0,5,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
16901,atontamiento,0,12,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
16902,maurilio,0,8,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
16903,"calle perez galdos 193,",0,23,4,0,0,1,0,0,3,0,0,0,0,0,16,3,0,0
16904,5.77e+14,0,8,1,0,0,2,0,0,0,0,0,1,0,0,1,5,0,0
16905,japan,0,5,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
16906,inobediecia,0,11,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0
16907,deli6escenci1,0,13,1,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0
16908,charissa,0,8,1,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0
16909,57727237c,0,9,1,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0
16910,nada,0,4,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
16911,yuraj,0,5,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
16912,scheppan-ishikawa@tuslimites.ly,0,31,1,0,0,3,0,0,0,0,0,1,0,0,28,0,0,0
16913,im$ponderable,0,13,1,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0
16914,4661,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
16915,9.20e+15,0,8,1,0,0,2,0,0,0,0,0,1,0,0,1,5,0,0
16916,0orru6t5,0,8,1,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0
16917,salina-sonajew@almeriastella.vg,0,31,1,0,0,3,0,0,0,0,0,1,0,0,28,0,0,0
16918,theo,0,4,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
16919,mareah,0,6,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
16920,nolberto,0,8,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
16921,azuqueca de henares,0,19,3,0,0,0,0,0,2,0,0,0,0,0,17,0,0,0
16922,04492457m,0,9,1,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0
16923,"licenciado gonzalez garcia, 170 11d",0,35,5,0,0,1,0,0,4,0,0,0,0,0,25,5,0,0
16924,romanones,0,9,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
